date,firm,publisher,Likud,Yesh_Atid,Rel_Zionism,Otzma_Yehudit,National_Unity,Shas,UTJ,Yisrael_Beiteinu,Raam,Hadash_Taal,Labor,Meretz,Balad,lead,gov_total,source_url,date_parsed,dems,New_Hope,Bennett_2026,Blue_White,Reservists,Yashar,Joint_List,Joint_List_1,Joint_List_2
31 Aug 2023,Direct Polls,Channel 14[36],31.0,15.0,5.0,5.0,26.0,10.0,6.0,8.0,5.0,5.0,-1.3,4.0,-2.2,5,57.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-08-31,,,,,,,,,
4 Sep 2023,Camil Fuchs,Channel 13[35],25.0,20.0,6.0,5.0,26.0,10.0,7.0,6.0,6.0,5.0,,4.0,,1,53.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-09-04,,,,,,,,,
6 Sep 2023,Direct Polls,Channel 14[34],30.0,15.0,6.0,5.0,28.0,10.0,7.0,7.0,4.0,4.0,-2.1,4.0,-2.0,2,58.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-09-06,,,,,,,,,
7 Sep 2023,Lazar,Maariv[33],26.0,17.0,6.0,4.0,30.0,10.0,7.0,5.0,6.0,5.0,-1.8,4.0,-1.6,4,53.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-09-07,,,,,,,,,
10 Sep 2023,Midgam,HaHadashot 12[32],26.0,18.0,9.0,9.0,29.0,10.0,7.0,6.0,5.0,5.0,-2.8,5.0,-1.7,3,52.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-09-10,,,,,,,,,
13 Sep 2023,Camil Fuchs,Channel 13[31],25.0,18.0,6.0,5.0,28.0,10.0,7.0,6.0,6.0,5.0,,4.0,,3,53.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-09-13,,,,,,,,,
14 Sep 2023,Lazar,Maariv[30],27.0,16.0,5.0,5.0,31.0,9.0,7.0,6.0,5.0,5.0,-1.7,4.0,-1.5,4,53.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-09-14,,,,,,,,,
14 Sep 2023,Direct Polls,Channel 14[29],30.0,16.0,4.0,5.0,28.0,10.0,7.0,7.0,5.0,4.0,-2.0,4.0,-3.0,2,56.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-09-14,,,,,,,,,
21 Sep 2023,Lazar,Maariv[28],26.0,16.0,5.0,5.0,31.0,10.0,7.0,6.0,5.0,5.0,-1.4,4.0,-1.7,5,53.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-09-21,,,,,,,,,
21 Sep 2023,Direct Polls,Channel 14[27],31.0,16.0,5.0,5.0,27.0,10.0,7.0,6.0,5.0,4.0,-1.8,4.0,-2.6,4,58.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-09-21,,,,,,,,,
26 Sep 2023,Camil Fuchs,Channel 13[24],26.0,16.0,6.0,4.0,27.0,10.0,7.0,6.0,5.0,5.0,,4.0,4.0,1,53.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-09-26,,,,,,,,,
26 Sep 2023,Kantar,Kan 11[26],27.0,18.0,9.0,9.0,30.0,10.0,7.0,5.0,5.0,5.0,-2.9,4.0,-1.8,3,53.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-09-26,,,,,,,,,
26 Sep 2023,Midgam,HaHadashot 12[25],28.0,18.0,9.0,9.0,27.0,10.0,7.0,6.0,5.0,5.0,-2.5,5.0,-2.8,1,54.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-09-26,,,,,,,,,
28 Sep 2023,Lazar,Maariv[23],28.0,17.0,5.0,4.0,28.0,10.0,7.0,6.0,5.0,5.0,-1.1,5.0,-1.5,Tie,54.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-09-28,,,,,,,,,
5 Oct 2023,Lazar,Maariv[22],28.0,16.0,6.0,4.0,29.0,10.0,7.0,6.0,5.0,5.0,-2.1,4.0,-1.9,1,55.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-10-05,,,,,,,,,
12 Oct 2023,Lazar,Maariv[20],19.0,15.0,4.0,5.0,41.0,7.0,7.0,6.0,5.0,5.0,-1.3,6.0,-1.5,22,42.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-10-12,,,,,,,,,
19 Oct 2023,Lazar,Maariv[18],18.0,15.0,5.0,5.0,40.0,8.0,7.0,7.0,4.0,5.0,-2.0,6.0,-1.8,22,43.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-10-19,,,,,,,,,
26 Oct 2023,Lazar,Maariv[17],19.0,17.0,5.0,4.0,36.0,8.0,7.0,8.0,5.0,5.0,-1.2,6.0,-1.2,17,43.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-10-26,,,,,,,,,
2 Nov 2023,Lazar,Maariv[16],18.0,15.0,4.0,5.0,39.0,8.0,7.0,8.0,5.0,5.0,-1.4,6.0,-1.0,21,42.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-11-02,,,,,,,,,
9 Nov 2023,Lazar,Maariv[15],18.0,14.0,4.0,5.0,40.0,9.0,7.0,9.0,5.0,5.0,-1.1,4.0,-1.0,22,43.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-11-09,,,,,,,,,
16 Nov 2023,Midgam,HaHadashot 12[13],16.0,16.0,,,29.0,,,11.0,5.0,5.0,9.0,9.0,,13,45.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-11-16,,,,,,,,,
16 Nov 2023,Lazar,Maariv[14],17.0,14.0,4.0,6.0,42.0,8.0,7.0,8.0,5.0,5.0,-1.4,4.0,-1.3,25,42.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-11-16,,,,,,,,,
16 Nov 2023,Midgam,HaHadashot 12[13],17.0,15.0,4.0,7.0,36.0,10.0,7.0,9.0,5.0,5.0,-1.5,5.0,-1.7,19,45.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-11-16,,,,,,,,,
23 Nov 2023,Lazar,Maariv[12],18.0,13.0,-2.5,7.0,43.0,9.0,7.0,8.0,5.0,5.0,-2.2,5.0,-1.3,25,41.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-11-23,,,,,,,,,
1 Dec 2023,Lazar,Maariv[11],20.0,14.0,-2.8,7.0,40.0,9.0,7.0,10.0,4.0,5.0,-1.6,4.0,-1.2,20,43.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-12-01,,,,,,,,,
7 Dec 2023,Lazar,Maariv[10],18.0,15.0,4.0,6.0,38.0,9.0,7.0,10.0,4.0,5.0,-1.4,4.0,-1.4,20,44.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-12-07,,,,,,,,,
11 Dec 2023,Camil Fuchs,Channel 13[9],18.0,15.0,5.0,7.0,37.0,9.0,7.0,8.0,5.0,5.0,,4.0,,19,46.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-12-11,,,,,,,,,
14 Dec 2023,Lazar,Maariv[8],17.0,14.0,4.0,7.0,39.0,8.0,7.0,9.0,5.0,5.0,-2.2,5.0,-1.8,22,43.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-12-14,,,,,,,,,
18 Dec 2023,Midgam,HaHadashot 12[7],18.0,15.0,-2.4,8.0,37.0,11.0,7.0,9.0,5.0,5.0,-1.8,5.0,-1.9,19,44.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-12-18,,,,,,,,,
21 Dec 2023,Lazar,Maariv[6],18.0,13.0,4.0,7.0,38.0,9.0,7.0,10.0,5.0,5.0,-1.2,4.0,-1.5,20,45.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-12-21,,,,,,,,,
21 Dec 2023,Direct Polls,Channel 14[4][5],27.0,14.0,4.0,8.0,28.0,10.0,7.0,11.0,6.0,5.0,-0.5,-2.9,-1.6,1,56.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-12-21,,,,,,,,,
28 Dec 2023,Camil Fuchs,Channel 13[2],16.0,15.0,5.0,8.0,38.0,9.0,7.0,8.0,6.0,4.0,,4.0,,22,45.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-12-28,,,,,,,,,
28 Dec 2023,Lazar,Maariv[3],17.0,13.0,4.0,7.0,38.0,9.0,7.0,11.0,5.0,5.0,-1.3,4.0,-1.4,21,44.0,https://en.wikipedia.org/wiki/2022%E2%80%932023_opinion_polling_for_the_2026_Israeli_legislative_election,2023-12-28,,,,,,,,,
4 Jul 2024,Direct Polls,Channel 14[57],24.0,13.0,6.0,9.0,17.0,10.0,8.0,13.0,6.0,4.0,,,-2.5,7,57.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-07-04,10,-0.9,,,,,,,
7 Jul 2024,Maagar Mochot,Channel 13[66],21.0,13.0,4.0,10.0,25.0,10.0,8.0,12.0,4.0,4.0,,,-2.7,4,53.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-07-07,9,-2.2,,,,,,,
9 Jul 2024,Timor Group,i24 News[65],21.0,15.0,,10.0,22.0,11.0,8.0,14.0,6.0,5.0,,,,1,50.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-07-09,8,,,,,,,,
11 Jul 2024,Lazar,Maariv[64],20.0,13.0,4.0,10.0,24.0,9.0,7.0,14.0,5.0,5.0,,,-1.4,4,50.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-07-11,9,-1.7,,,,,,,
17 Jul 2024,Lazar,Maariv[62],21.0,13.0,4.0,10.0,23.0,9.0,7.0,14.0,4.0,6.0,,,-1.8,2,51.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-07-17,9,-2.3,,,,,,,
25 Jul 2024,Maagar Mochot,Channel 13[61],21.0,13.0,5.0,11.0,23.0,9.0,7.0,12.0,5.0,6.0,,,-2.9,2,53.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-07-25,8,-2.6,,,,,,,
26 Jul 2024,Lazar,Maariv[60],23.0,14.0,4.0,9.0,23.0,10.0,7.0,12.0,4.0,6.0,,,-2.2,Tie,53.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-07-26,8,-1.9,,,,,,,
31 Jul 2024,Lazar,Maariv[59],21.0,13.0,4.0,10.0,22.0,10.0,7.0,15.0,5.0,5.0,,,-1.8,1,52.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-07-31,8,-1.6,,,,,,,
8 Aug 2024,Lazar,Maariv[58],22.0,13.0,4.0,10.0,20.0,10.0,7.0,15.0,5.0,5.0,,,-2.0,2,53.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-08-08,9,-2.5,,,,,,,
8 Aug 2024,Direct Polls,Channel 14[57],28.0,13.0,5.0,7.0,16.0,10.0,8.0,14.0,6.0,4.0,,,-2.7,12,58.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-08-08,9,-0.7,,,,,,,
12 Aug 2024,Lazar,Maariv[56],21.0,10.0,-1.9,9.0,15.0,9.0,7.0,11.0,4.0,5.0,,,-1.4,3,46.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-08-12,7,-1.7,24.0,,,,,,
12 Aug 2024,Lazar,Maariv[56],23.0,12.0,4.0,10.0,24.0,9.0,7.0,14.0,4.0,5.0,,,-1.4,1,53.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-08-12,8,-2.9,,,,,,,
15 Aug 2024,Direct Polls,Channel 14[55],28.0,12.0,4.0,8.0,16.0,10.0,8.0,14.0,6.0,4.0,,,-2.7,12,58.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-08-15,10,-0.8,,,,,,,
16 Aug 2024,Lazar,Maariv[54],22.0,14.0,4.0,9.0,21.0,9.0,7.0,15.0,4.0,6.0,,,-1.7,1,51.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-08-16,9,-2.4,,,,,,,
22 Aug 2024,Lazar,Maariv[53],22.0,15.0,4.0,10.0,20.0,9.0,7.0,14.0,5.0,5.0,,,-1.8,2,52.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-08-22,9,-1.9,,,,,,,
22 Aug 2024,Midgam,HaHadashot 12[52],19.0,11.0,-2.5,7.0,13.0,10.0,8.0,10.0,5.0,5.0,,,-2.5,2,44.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-08-22,11,-1.0,21.0,,,,,,
22 Aug 2024,Midgam,HaHadashot 12[52],22.0,15.0,-2.8,8.0,22.0,10.0,8.0,14.0,5.0,5.0,,,-2.5,Tie,48.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-08-22,11,-2.2,,,,,,,
27 Aug 2024,Maagar Mochot,i24 News[51],22.0,11.0,5.0,8.0,21.0,9.0,8.0,14.0,5.0,6.0,,,-2.0,1,52.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-08-27,11,-1.0,,,,,,,
27 Aug 2024,Maagar Mochot,i24 News[51],18.0,7.0,5.0,6.0,12.0,9.0,8.0,9.0,4.0,6.0,,,-1.0,9,46.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-08-27,9,-1.0,27.0,,,,,,
29 Aug 2024,Direct Polls,Channel 14[50],30.0,11.0,4.0,6.0,17.0,10.0,8.0,13.0,5.0,5.0,,,-2.4,13,58.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-08-29,11,-1.8,,,,,,,
30 Aug 2024,Lazar,Maariv[49],19.0,11.0,4.0,8.0,14.0,9.0,7.0,9.0,4.0,6.0,,,,4,47.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-08-30,6,,23.0,,,,,,
30 Aug 2024,Lazar,Maariv[49],21.0,14.0,4.0,9.0,21.0,9.0,8.0,15.0,4.0,6.0,,,-1.8,Tie,51.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-08-30,9,-1.9,,,,,,,
4 Sep 2024,Kantar,Kan 11[48],22.0,14.0,4.0,8.0,23.0,10.0,7.0,14.0,5.0,5.0,,,,1,51.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-09-04,8,,,,,,,,
5 Sep 2024,Lazar,Maariv[47],23.0,13.0,4.0,9.0,22.0,9.0,7.0,15.0,4.0,6.0,,,-1.4,1,52.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-09-05,8,-1.3,,,,,,,
5 Sep 2024,Direct Polls,Channel 14[46],29.0,10.0,5.0,7.0,18.0,9.0,8.0,13.0,6.0,4.0,,,-2.2,11,58.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-09-05,11,-1.2,,,,,,,
9 Sep 2024,Midgam,HaHadashot 12[45],20.0,11.0,-2.5,8.0,13.0,10.0,8.0,9.0,5.0,5.0,,,-2.4,Tie,46.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-09-09,11,-0.3,20.0,,,,,,
9 Sep 2024,Midgam,HaHadashot 12[45],22.0,15.0,-2.7,9.0,21.0,10.0,8.0,14.0,5.0,5.0,,,-2.4,1,49.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-09-09,11,-1.2,,,,,,,
12 Sep 2024,Lazar,Maariv[44],24.0,15.0,4.0,9.0,21.0,9.0,7.0,14.0,4.0,5.0,,,-1.7,3,53.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-09-12,8,-1.2,,,,,,,
16 Sep 2024,Maagar Mochot,Channel 13[43],21.0,13.0,5.0,9.0,22.0,10.0,7.0,14.0,6.0,5.0,,,,1,52.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-09-16,8,,,,,,,,
19 Sep 2024,Lazar,Maariv[42],20.0,11.0,4.0,8.0,13.0,8.0,7.0,11.0,4.0,5.0,,,,1,47.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-09-19,8,,21.0,,,,,,
19 Sep 2024,Lazar,Maariv[42],24.0,15.0,4.0,8.0,21.0,9.0,7.0,14.0,4.0,5.0,,,-1.8,3,52.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-09-19,9,-1.6,,,,,,,
19 Sep 2024,Direct Polls,Channel 14[40][41],30.0,10.0,5.0,6.0,17.0,10.0,8.0,13.0,5.0,5.0,,,-2.1,13,59.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-09-19,11,-0.2,,,,,,,
26 Sep 2024,Lazar,Maariv[39],20.0,12.0,4.0,8.0,12.0,9.0,7.0,10.0,4.0,6.0,,,,1,48.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-09-26,7,,21.0,,,,,,
26 Sep 2024,Lazar,Maariv[39],25.0,15.0,4.0,8.0,19.0,10.0,6.0,14.0,4.0,6.0,,,-2.2,6,53.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-09-26,9,-1.8,,,,,,,
26 Sep 2024,Direct Polls,Channel 14[37][38],30.0,9.0,5.0,7.0,15.0,10.0,8.0,15.0,6.0,4.0,,,-2.5,15,60.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-09-26,11,-0.4,,,,,,,
29 Sep 2024,Midgam,HaHadashot 12[36],23.0,12.0,-2.0,5.0,13.0,10.0,8.0,9.0,5.0,5.0,,,-2.2,3,46.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-09-29,10,-0.4,20.0,,,,,,
29 Sep 2024,Midgam,HaHadashot 12[36],25.0,15.0,-2.0,6.0,21.0,10.0,8.0,14.0,5.0,5.0,,,-2.2,4,49.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-09-29,11,-2.4,,,,,,,
29 Sep 2024,Direct Polls,Channel 14[35],31.0,9.0,5.0,6.0,15.0,11.0,8.0,15.0,5.0,5.0,,,-2.3,16,61.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-09-29,10,-0.6,,,,,,,
30 Sep 2024,Lazar,Maariv[33],26.0,14.0,4.0,7.0,19.0,10.0,7.0,14.0,5.0,5.0,,,-1.4,7,54.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-09-30,9,-1.2,,,,,,,
30 Sep 2024,Lazar,Maariv[33],23.0,11.0,4.0,7.0,13.0,8.0,7.0,10.0,5.0,5.0,,,,3,49.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-09-30,7,,20.0,,,,,,
10 Oct 2024,Lazar,Maariv[32],24.0,14.0,4.0,7.0,20.0,10.0,7.0,14.0,5.0,5.0,,,-1.8,4,52.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-10-10,10,-2.1,,,,,,,
15 Oct 2024,Direct Polls,Channel 14[31],33.0,8.0,4.0,7.0,15.0,10.0,8.0,15.0,5.0,5.0,,,-2.2,18,62.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-10-15,10,-0.7,,,,,,,
18 Oct 2024,Lazar,Maariv[30],23.0,14.0,4.0,7.0,20.0,10.0,7.0,14.0,5.0,6.0,,,-1.2,3,51.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-10-18,10,-1.5,,,,,,,
18 Oct 2024,Lazar,Maariv[30],18.0,11.0,4.0,7.0,13.0,10.0,7.0,9.0,5.0,5.0,,,,5,46.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-10-18,8,,23.0,,,,,,
19 Oct 2024,Maagar Mochot,Channel 13[29],25.0,13.0,5.0,8.0,21.0,10.0,7.0,13.0,4.0,5.0,,,,4,55.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-10-19,9,,,,,,,,
23 Oct 2024,Lazar,Maariv[28],25.0,14.0,-2.2,8.0,21.0,10.0,7.0,15.0,5.0,5.0,,,-1.6,4,50.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-10-23,10,-1.9,,,,,,,
27 Oct 2024,Direct Polls,Channel 14[27],33.0,9.0,5.0,6.0,14.0,10.0,8.0,14.0,5.0,5.0,,,-2.0,19,62.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-10-27,11,-1.0,,,,,,,
28 Oct 2024,Midgam,HaHadashot 12[26],26.0,13.0,-2.9,8.0,22.0,10.0,8.0,13.0,5.0,5.0,,,-2.6,4,52.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-10-28,10,-1.0,,,,,,,
28 Oct 2024,Midgam,HaHadashot 12[26],24.0,10.0,-2.8,7.0,13.0,10.0,8.0,8.0,5.0,5.0,,,-2.6,3,49.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-10-28,9,-0.8,21.0,,,,,,
31 Oct 2024,Lazar,Maariv[25],19.0,10.0,,7.0,15.0,10.0,7.0,8.0,5.0,5.0,,,,5,43.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-10-31,10,,24.0,,,,,,
31 Oct 2024,Lazar,Maariv[25],23.0,13.0,4.0,8.0,20.0,10.0,7.0,14.0,5.0,5.0,,,,3,52.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-10-31,11,,,,,,,,
6 Nov 2024,Midgam,HaHadashot 12[24],25.0,15.0,-2.9,8.0,20.0,10.0,8.0,13.0,5.0,5.0,,,-2.8,5,51.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-11-06,11,-1.3,,,,,,,
6 Nov 2024,Maagar Mochot,i24 News[23],23.0,8.0,,9.0,12.0,9.0,7.0,8.0,5.0,4.0,,,,4,48.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-11-06,8,,27.0,,,,,,
6 Nov 2024,Maagar Mochot,i24 News[23],26.0,12.0,-3.0,10.0,20.0,10.0,7.0,16.0,5.0,5.0,,,-2.8,6,53.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-11-06,9,-1.7,,,,,,,
6 Nov 2024,Direct Polls,Channel 14[22],33.0,8.0,5.0,6.0,16.0,10.0,8.0,14.0,5.0,5.0,,,-2.2,17,62.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-11-06,10,-0.7,,,,,,,
8 Nov 2024,Lazar,Maariv[21],24.0,15.0,-2.9,8.0,19.0,10.0,7.0,14.0,5.0,5.0,,,-1.6,5,49.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-11-08,13,-1.9,,,,,,,
15 Nov 2024,Lazar,Maariv[20],21.0,11.0,,7.0,13.0,9.0,7.0,7.0,5.0,5.0,,,,5,44.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-11-15,9,,26.0,,,,,,
15 Nov 2024,Lazar,Maariv[20],23.0,14.0,-2.2,8.0,20.0,10.0,7.0,15.0,5.0,5.0,,,-1.8,3,48.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-11-15,13,-3.0,,,,,,,
18 Nov 2024,Midgam,HaHadashot 12[19],26.0,15.0,-2.8,8.0,19.0,9.0,8.0,13.0,5.0,5.0,,,-2.4,7,51.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-11-18,12,-0.9,,,,,,,
18 Nov 2024,Midgam,HaHadashot 12[19],24.0,10.0,,6.0,10.0,9.0,8.0,9.0,5.0,5.0,,,,1,47.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-11-18,11,,23.0,,,,,,
19 Nov 2024,Direct Polls,Channel 14[17][18],33.0,8.0,4.0,6.0,14.0,11.0,8.0,14.0,5.0,5.0,,,-2.2,19,62.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-11-19,12,-0.7,,,,,,,
21 Nov 2024,Lazar,Maariv[16],25.0,15.0,-3.0,8.0,19.0,9.0,8.0,14.0,5.0,5.0,,,-2.4,6,50.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-11-21,12,-0.6,,,,,,,
21 Nov 2024,Lazar,Maariv[16],21.0,12.0,,7.0,14.0,8.0,8.0,7.0,5.0,5.0,,,,3,44.0,https://en.wikipedia.org/wiki/2024_opinion_polling_for_the_2026_Israeli_legislative_election,2024-11-21,9,,24.0,,,,,,
